종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
019170,신풍제약,"8,790","40","0.46","8,790","8,780","433,644","3,821,187,090","8,750","8,980","8,710","500",원(KRW),"52,984,990","465,738,062,100",
019175,신풍제약우,"5,450","10","0.18","5,460","5,450","5,224","28,909,580","5,440","5,620","5,420","500",원(KRW),"2,200,000","11,990,000,000",
002870,신풍제지,"1,035","-15","1.43","1,035","1,030","348,442","356,700,895","1,050","1,050","1,010","500",원(KRW),"34,958,700","36,182,254,500",
005450,신한,"5,660","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"7,022,839","39,749,268,740",
257730,신한제3호스팩,"2,175","10","0.46","2,175","2,160","6,959","15,030,475","2,160","2,190","2,155","100",원(KRW),"3,505,000","7,623,375,000",
277480,신한제4호스팩,"2,000","5","0.25","2,000","1,995","11,651","23,302,000","2,000","2,000","2,000","100",원(KRW),"6,010,000","12,020,000,000",
055550,신한지주,"45,250","300","0.67","45,250","45,200","1,007,099","45,368,572,850","45,000","45,250","44,450","5,000",원(KRW),"474,199,587","21,457,531,311,750",
001770,신화실업,"22,150","-750","3.28","22,150","22,050","17,387","388,307,250","22,850","23,300","21,850","5,000",원(KRW),"1,214,878","26,909,547,700",
056700,신화인터텍,"2,150","5","0.23","2,170","2,150","114,369","248,170,445","2,160","2,190","2,150","500",원(KRW),"29,135,091","62,640,445,650",
187270,신화콘텍,"5,300","140","2.71","5,300","5,290","58,186","306,477,550","5,160","5,350","5,150","500",원(KRW),"9,948,613","52,727,648,900",
004080,신흥,"10,800","50","0.47","10,800","10,750","1,051","11,243,200","10,500","10,800","10,500","500",원(KRW),"9,600,000","103,680,000,000",
243840,신흥에스이씨,"34,000","2,100","6.58","34,050","34,000","188,186","6,202,811,550","31,200","34,250","31,200","2,500",원(KRW),"6,551,683","222,757,222,000",
108320,실리콘웍스,"41,850","850","2.07","41,850","41,800","146,653","6,164,688,350","41,300","43,000","41,300","500",원(KRW),"16,264,300","680,660,955,000",
222800,심텍,"9,210","80","0.88","9,210","9,200","73,568","677,775,740","9,170","9,300","9,090","500",원(KRW),"22,752,959","209,554,752,390",
036710,심텍홀딩스,"2,265","35","1.57","2,270","2,265","28,875","64,870,315","2,250","2,270","2,220","500",원(KRW),"34,895,833","79,039,061,745",
160980,싸이맥스,"14,950","150","1.01","15,000","14,950","52,611","785,315,550","14,850","15,100","14,700","500",원(KRW),"10,576,294","158,115,595,300",
102280,쌍방울,"1,300","30","2.36","1,300","1,295","2,085,229","2,699,910,725","1,265","1,320","1,255","500",원(KRW),"129,124,213","167,861,476,900",
003410,쌍용양회,"21,050","1,050","5.25","21,050","21,000","191,710","4,033,208,550","20,350","21,350","20,250","5,000",원(KRW),"100,771,919","2,121,248,894,950",
003415,쌍용양회우,"17,250","200","1.17","17,250","17,200","6,901","118,620,300","17,150","17,300","17,050","5,000",원(KRW),"308,737","5,325,713,250",
010280,쌍용정보통신,"810","22","2.79","811","810","1,097,345","856,763,280","777","815","763","1,000",원(KRW),"40,464,034","32,775,867,540",
003620,쌍용차,"5,190","80","1.57","5,190","5,180","236,279","1,220,366,470","5,060","5,220","5,060","5,000",원(KRW),"137,949,396","715,957,365,240",
004770,써니전자,"5,080","150","3.04","5,080","5,070","6,848,174","34,032,127,235","4,805","5,080","4,805","500",원(KRW),"29,976,480","152,280,518,400",
051170,썬코어,"92","-31","25.20","93","92","20,633,622","2,020,210,646","107","115","92","500",원(KRW),"38,868,605","3,575,911,660",
217320,썬테크,"8,990","1,170","14.96","0","8,990","200","1,798,000","8,990","8,990","8,990","500",원(KRW),"1,050,000","9,439,500,000",
122800,썬텍,"1,000","30","0.00","0","0","0","0","0","0","0","100",원(KRW),"29,653,085","29,653,085,000",
208640,썸에이지,"4,370","-15","0.34","4,375","4,370","718,828","3,078,545,515","4,400","4,450","4,160","100",원(KRW),"76,020,529","332,209,711,730",
222420,쎄노텍,"2,990","40","1.36","2,990","2,985","48,016","141,106,070","2,910","2,995","2,900","100",원(KRW),"39,183,915","117,159,905,850",
037760,쎄니트,"1,740","15","0.87","1,740","1,730","73,282","126,127,885","1,730","1,740","1,700","500",원(KRW),"33,832,921","58,869,282,540",
136510,쎄미시스코,"12,100","200","1.68","12,150","12,100","20,065","240,992,400","11,850","12,200","11,800","500",원(KRW),"5,400,000","65,340,000,000",
099320,쎄트렉아이,"33,900","250","0.74","34,000","33,900","19,444","655,277,100","33,650","34,150","33,400","500",원(KRW),"3,659,990","124,073,661,000",
049960,쎌바이오텍,"50,400","100","0.20","50,400","50,300","53,211","2,674,881,450","50,200","50,900","49,950","500",원(KRW),"9,400,000","473,760,000,000",
050890,쏠리드,"4,230","-40","0.94","4,245","4,230","245,530","1,039,249,920","4,250","4,295","4,190","500",원(KRW),"34,847,785","147,406,130,550",
099830,씨그널엔터테인먼트그룹,"9,310","430","4.84","9,310","9,300","278,981","2,555,451,270","8,890","9,370","8,770","500",원(KRW),"11,633,845","108,311,096,950",
066790,씨씨에스,"614","2","0.33","615","614","530,388","325,440,060","605","622","605","500",원(KRW),"84,266,335","51,739,529,690",
222080,씨아이에스,"2,265","35","1.57","2,265","2,260","3,431,157","7,667,748,140","2,220","2,275","2,185","100",원(KRW),"53,624,705","121,459,956,825",
004920,씨아이테크,"751","54","7.75","752","751","5,738,064","4,321,698,304","690","790","690","500",원(KRW),"44,787,538","33,635,441,038",
236030,씨알푸드,"51,500","30","0.00","54,500","51,500","0","0","0","0","0","500",원(KRW),"1,980,000","101,970,000,000",
103660,씨앗,"4,400","250","6.02","4,400","4,200","1","4,400","4,400","4,400","4,400","500",원(KRW),"2,617,480","11,516,912,000",
245450,씨앤에스링크,"10,500","800","8.25","10,500","10,000","116","1,278,800","10,500","11,100","10,500","500",원(KRW),"1,039,960","10,919,580,000",
264660,씨앤지하이테크,"15,000","200","1.35","15,050","15,000","57,716","877,755,250","14,750","15,500","14,750","500",원(KRW),"4,202,740","63,041,100,000",
112610,씨에스윈드,"34,300","-100","0.29","34,350","34,300","40,940","1,416,421,400","34,450","35,150","34,000","500",원(KRW),"17,285,715","592,900,024,500",
115530,씨엔플러스,"1,025","59","6.11","1,025","1,020","4,334,312","4,416,300,152","1,020","1,120","990","100",원(KRW),"30,633,530","31,399,368,250",
225330,씨엠에스에듀,"9,100","90","1.00","9,110","9,100","34,218","307,265,040","9,010","9,160","8,830","500",원(KRW),"18,622,768","169,467,188,800",
115480,씨유메디칼,"2,650","40","1.53","2,650","2,625","50,740","134,187,820","2,625","2,680","2,620","500",원(KRW),"15,570,124","41,260,828,600",
189330,씨이랩,"31,350","900","2.96","31,350","29,600","1","31,350","31,350","31,350","31,350","500",원(KRW),"2,227,520","69,832,752,000",
096530,씨젠,"35,900","1,150","3.31","35,900","35,800","155,820","5,592,428,300","35,500","36,250","35,500","500",원(KRW),"26,234,020","941,801,318,000",
900120,씨케이에이치,"755","-4","0.53","757","755","488,475","369,234,359","758","765","744","0.05",미국달러(USD),"110,404,457","83,355,365,035",
235090,씨케이컴퍼니,"1,300","-150","10.34","1,300","1,260","5,380","6,799,500","1,235","1,300","1,235","500",원(KRW),"23,205,369","30,166,979,700",
101240,씨큐브,"8,120","70","0.87","8,120","8,080","17,227","138,673,900","8,050","8,120","7,960","500",원(KRW),"8,050,441","65,369,580,920",
047920,씨트리,"8,010","200","2.56","8,020","8,010","467,693","3,726,879,210","7,890","8,050","7,810","500",원(KRW),"13,008,361","104,196,971,610",
189540,씨티네트웍스,"3,300","-495","13.04","3,300","0","401","1,295,300","3,230","3,300","3,230","500",원(KRW),"2,199,990","7,259,967,000",
060590,씨티씨바이오,"14,700","50","0.34","14,700","14,650","95,091","1,393,904,700","14,550","14,850","14,450","500",원(KRW),"17,625,133","259,089,455,100",
036170,씨티엘,"4,005","-10","0.25","4,010","4,005","1,012,334","3,994,147,315","4,050","4,065","3,880","1,000",원(KRW),"26,254,825","105,150,574,125",
260930,씨티케이코스메틱스,"33,600","200","0.60","33,600","33,400","19,875","668,232,300","33,600","34,150","33,050","500",원(KRW),"10,122,151","340,104,273,600",
013990,아가방컴퍼니,"5,670","270","5.00","5,680","5,670","473,673","2,652,574,480","5,410","5,690","5,350","500",원(KRW),"32,887,536","186,472,329,120",
123860,아나패스,"17,350","-50","0.29","17,400","17,350","30,156","524,911,600","17,400","17,700","17,250","500",원(KRW),"10,127,700","175,715,595,000",
008700,아남전자,"3,525","-30","0.84","3,525","3,520","3,256,467","11,617,993,510","3,555","3,640","3,500","500",원(KRW),"77,124,820","271,864,990,500",
058220,아리온,"1,270","35","2.83","1,275","1,270","1,062,767","1,323,596,490","1,225","1,270","1,215","200",원(KRW),"82,982,838","105,388,204,260",
002790,아모레G,"139,500","8,000","6.08","139,500","139,000","165,080","22,875,389,000","133,500","142,000","133,000","500",원(KRW),"82,458,180","11,502,916,110,000",
002795,아모레G우,"57,000","1,800","3.26","57,100","57,000","4,899","278,488,300","55,700","57,200","55,700","500",원(KRW),"6,443,770","367,294,890,000",
090430,아모레퍼시픽,"301,000","12,000","4.15","301,000","300,500","563,866","169,150,965,700","294,500","302,000","292,000","500",원(KRW),"58,458,490","17,596,005,490,000",
090435,아모레퍼시픽우,"158,500","12,000","8.19","158,500","158,000","17,217","2,694,598,500","147,500","158,500","147,500","500",원(KRW),"10,557,830","1,673,416,055,000",
052710,아모텍,"43,400","1,900","4.58","43,400","43,350","209,115","8,969,067,450","42,000","43,700","41,900","500",원(KRW),"9,743,406","422,863,820,400",
074430,아미노로직스,"2,470","75","3.13","2,475","2,470","295,733","723,629,950","2,395","2,500","2,370","100",원(KRW),"87,826,844","216,932,304,680",
092040,아미코젠,"51,900","1,200","2.37","51,900","51,300","39,662","2,051,423,300","50,700","52,400","50,700","500",원(KRW),"9,595,755","498,019,684,500",
083930,아바코,"8,480","30","0.00","8,480","8,430","84,120","714,985,690","8,350","8,610","8,340","500",원(KRW),"15,996,505","135,650,362,400",
149950,아바텍,"7,880","-40","0.51","7,880","7,870","21,850","171,681,030","7,990","7,990","7,800","500",원(KRW),"15,607,500","122,987,100,000",
090370,아비스타,"2,550","30","0.00","2,565","2,550","182,866","466,188,830","2,580","2,580","2,515","500",원(KRW),"36,097,631","92,048,959,050",
036010,아비코전자,"8,920","-30","0.34","8,950","8,920","189,810","1,699,539,380","9,000","9,040","8,890","500",원(KRW),"13,292,934","118,572,971,280",
002030,아세아,"116,500","1,000","0.87","116,500","115,000","2,083","240,414,000","116,000","116,500","114,000","5,000",원(KRW),"2,191,024","255,254,296,000",
183190,아세아시멘트,"107,500","1,500","1.42","107,500","106,500","16,084","1,715,742,000","104,000","109,500","103,000","5,000",원(KRW),"3,895,809","418,799,467,500",
002310,아세아제지,"26,500","300","1.15","26,500","26,250","10,556","274,485,400","26,000","26,500","25,450","5,000",원(KRW),"8,956,502","237,347,303,000",
050860,아세아텍,"3,270","70","2.19","3,300","3,270","400,622","1,316,906,360","3,240","3,360","3,170","500",원(KRW),"17,500,000","57,225,000,000",
246720,아스타,"16,300","300","1.88","16,300","16,250","57,572","917,041,950","15,950","16,350","15,550","500",원(KRW),"9,402,523","153,261,124,900",
067390,아스트,"19,350","150","0.78","19,350","19,300","162,114","3,155,523,000","19,250","19,750","19,200","500",원(KRW),"15,239,239","294,879,274,650",
127710,아시아경제,"2,885","5","0.17","2,885","2,875","150,765","434,164,140","2,915","2,915","2,865","500",원(KRW),"25,244,030","72,829,026,550",
020560,아시아나항공,"4,840","225","4.88","4,840","4,830","2,101,722","10,056,689,140","4,645","4,895","4,630","5,000",원(KRW),"205,235,294","993,338,822,960",
154030,아시아종묘,"4,370","100","2.34","4,375","4,370","422,257","1,826,702,600","4,285","4,395","4,230","500",원(KRW),"9,215,539","40,271,905,430",
227610,아우딘퓨쳐스,"14,650","150","1.03","14,700","14,650","386,571","5,711,156,950","14,650","15,000","14,550","500",원(KRW),"10,000,000","146,500,000,000",
143160,아이디스,"7,500","60","0.81","7,500","7,490","7,907","58,617,490","7,450","7,520","7,340","500",원(KRW),"10,716,390","80,372,925,000",
054800,아이디스홀딩스,"15,500","200","1.31","15,500","15,450","1,916","29,671,450","15,500","15,500","15,250","500",원(KRW),"10,347,756","160,390,218,000",
060570,아이리버,"7,850","310","4.11","7,850","7,840","751,474","5,744,139,980","7,580","7,910","7,420","500",원(KRW),"47,548,592","373,256,447,200",
122900,아이마켓코리아,"10,150","30","0.00","10,200","10,150","55,641","568,400,450","10,150","10,300","10,150","500",원(KRW),"35,943,340","364,824,901,000",
099190,아이센스,"28,500","-800","2.73","28,650","28,500","133,028","3,870,647,750","29,750","29,750","28,500","500",원(KRW),"13,734,238","391,425,783,000",
214430,아이쓰리시스템,"25,300","50","0.20","25,300","25,250","71,023","1,788,180,950","25,050","25,500","24,750","500",원(KRW),"6,855,460","173,443,138,000",
040910,아이씨디,"11,150","700","6.70","11,200","11,150","304,595","3,338,969,500","10,400","11,300","10,400","500",원(KRW),"16,646,497","185,608,441,550",
068940,아이씨케이,"2,255","-10","0.44","2,260","2,255","356,994","804,280,855","2,280","2,280","2,230","200",원(KRW),"31,179,722","70,310,273,110",
052860,아이앤씨,"5,500","-110","1.96","5,540","5,500","16,199","89,354,320","5,630","5,630","5,420","500",원(KRW),"15,364,734","84,506,037,000",
010780,아이에스동서,"31,500","950","3.11","31,550","31,500","60,557","1,896,281,600","30,450","31,600","30,450","500",원(KRW),"30,827,453","971,064,769,500",
069920,아이에스이커머스,"3,620","-50","1.36","3,650","3,620","2,401","8,741,090","3,700","3,700","3,620","500",원(KRW),"25,514,093","92,361,016,660",
038880,아이에이,"4,150","-20","0.48","4,150","4,145","273,243","1,131,878,350","4,195","4,255","4,080","500",원(KRW),"41,001,959","170,158,129,850",
079440,아이엔지생명,"50,100","200","0.40","50,300","50,100","288,027","14,403,465,825","50,700","51,900","49,250","1,000",원(KRW),"82,000,000","4,108,200,000,000",
101390,아이엠,"3,125","80","2.63","3,125","3,120","92,309","286,671,555","3,040","3,135","3,040","500",원(KRW),"22,572,009","70,537,528,125",
226350,아이엠텍,"2,865","-50","1.72","2,875","2,865","692,342","2,025,526,475","3,000","3,020","2,835","500",원(KRW),"20,398,526","58,441,776,990",
078860,아이오케이,"442","8","1.84","443","442","616,118","271,743,712","431","446","431","100",원(KRW),"132,870,070","58,728,570,940",
114810,아이원스,"12,050","700","6.17","12,100","12,050","220,592","2,623,734,950","11,450","12,150","11,400","500",원(KRW),"13,415,919","161,661,823,950",
031310,아이즈비전,"3,500","200","6.06","3,500","3,485","183,574","631,837,665","3,305","3,540","3,260","500",원(KRW),"15,772,574","55,204,009,000",
185490,아이진,"21,950","50","0.23","21,950","21,900","135,956","2,994,215,550","21,550","22,450","21,500","500",원(KRW),"10,969,842","240,788,031,900",
059100,아이컴포넌트,"6,830","30","0.00","6,870","6,830","12,013","82,145,580","6,830","6,870","6,810","500",원(KRW),"7,070,860","48,293,973,800",
149010,아이케이세미콘,"8,890","30","0.00","8,890","8,640","0","0","0","0","0","500",원(KRW),"3,120,000","27,736,800,000",
039570,아이콘트롤스,"13,500","350","2.66","13,550","13,500","29,163","391,874,250","13,150","13,700","13,100","500",원(KRW),"16,460,000","222,210,000,000",
052460,아이크래프트,"6,250","-260","3.99","6,340","6,250","18,746","117,217,940","6,540","6,540","6,200","500",원(KRW),"8,053,968","50,337,300,000",
119830,아이텍반도체,"5,180","70","1.37","5,210","5,180","45,246","233,541,260","5,120","5,240","5,090","500",원(KRW),"5,271,046","27,304,018,280",
124500,아이티센,"4,570","120","2.70","4,570","4,565","54,489","248,041,305","4,465","4,585","4,455","500",원(KRW),"15,429,107","70,511,018,990",
033660,아주캐피탈,"7,170","100","1.41","7,170","7,150","27,998","199,469,600","7,130","7,170","7,090","5,000",원(KRW),"57,545,890","412,604,031,300",
032080,아즈텍WB,"2,300","20","0.88","2,300","2,295","125,251","287,453,310","2,260","2,315","2,260","500",원(KRW),"20,916,684","48,108,373,200",
013310,아진산업,"4,070","-140","3.33","4,070","4,065","197,496","810,513,510","4,220","4,250","4,040","500",원(KRW),"13,221,397","53,811,085,790",
059120,아진엑스텍,"12,950","300","2.37","12,950","12,900","67,502","866,381,700","12,650","13,000","12,600","500",원(KRW),"6,805,761","88,134,604,950",
023890,아트라스BX,"47,200","30","0.00","47,200","47,150","631","29,805,050","47,200","47,650","47,050","1,000",원(KRW),"9,150,000","431,880,000,000",
101140,아티스,"3,015","-125","3.98","3,020","3,015","613,584","1,882,767,040","3,175","3,250","3,015","500",원(KRW),"23,641,211","71,278,251,165",
067160,아프리카TV,"26,400","-500","1.86","26,400","26,300","297,201","7,950,094,000","27,250","27,500","26,100","500",원(KRW),"11,305,067","298,453,768,800",
001540,안국약품,"15,600","100","0.65","15,600","15,500","30,839","478,922,350","15,500","15,700","15,400","500",원(KRW),"13,042,420","203,461,752,000",
053800,안랩,"80,700","3,000","3.86","80,700","80,600","688,825","54,452,879,800","76,600","81,100","76,600","500",원(KRW),"10,013,855","808,118,098,500",
251280,안지오랩,"10,150","50","0.50","11,400","10,150","201","2,080,150","10,350","10,350","10,150","500",원(KRW),"1,805,914","18,330,027,100",
065660,안트로젠,"73,100","400","0.55","73,100","73,000","81,906","5,932,886,700","73,200","73,600","71,300","500",원(KRW),"7,953,631","581,410,426,100",
271400,알로이스,"3,350","30","0.00","0","3,250","0","0","0","0","0","500",원(KRW),"990,000","3,316,500,000",
001780,알루코,"3,850","60","1.58","3,850","3,845","169,356","649,006,930","3,770","3,870","3,770","500",원(KRW),"74,524,102","286,917,792,700",
260660,알리코제약,"20,300","-200","0.98","20,300","20,250","219,570","4,539,398,350","20,700","21,250","20,200","500",원(KRW),"8,843,825","179,529,647,500",
002250,알보젠코리아,"28,050","30","0.00","28,050","27,800","234","6,547,900","28,050","28,100","27,800","5,000",원(KRW),"11,857,922","332,614,712,100",
106080,알비케이이엠디,"568","-2","0.35","569","568","225,718","127,900,907","585","585","559","200",원(KRW),"82,998,944","47,143,400,192",
131370,알서포트,"2,615","30","1.16","2,615","2,610","502,847","1,317,702,260","2,600","2,660","2,590","100",원(KRW),"53,267,083","139,293,422,045",
140670,알에스오토메이션,"21,550","-300","1.37","21,550","21,500","138,955","3,002,983,150","21,750","22,100","21,250","500",원(KRW),"9,103,140","196,172,667,000",
096610,알에프세미,"5,510","20","0.36","5,510","5,490","20,739","113,296,740","5,490","5,530","5,370","500",원(KRW),"8,120,970","44,746,544,700",
061040,알에프텍,"5,030","-20","0.40","5,030","5,010","64,980","327,422,240","5,050","5,130","5,000","500",원(KRW),"19,050,000","95,821,500,000",
148250,알엔투테크놀로지,"9,250","-200","2.12","9,260","9,250","21,128","195,404,670","9,450","9,450","9,150","500",원(KRW),"6,328,942","58,542,713,500",
196170,알테오젠,"19,600","-200","1.01","19,600","19,500","74,991","1,468,090,250","19,800","19,900","19,350","500",원(KRW),"12,610,330","247,162,468,000",
123750,알톤스포츠,"3,815","55","1.46","3,860","3,815","17,319","66,841,325","3,830","4,000","3,805","500",원(KRW),"12,746,297","48,627,123,055",
085810,알티캐스트,"4,660","-10","0.21","4,670","4,660","42,906","200,077,535","4,670","4,730","4,610","500",원(KRW),"21,223,160","98,899,925,600",
117670,알파홀딩스,"22,850","300","1.33","22,850","22,800","2,581,555","60,009,291,500","21,950","24,800","21,650","500",원(KRW),"13,109,122","299,543,437,700",
267810,앙츠,"15,000","1,650","12.36","15,000","14,500","399","5,770,500","14,300","15,000","14,300","5,000",원(KRW),"154,700","2,320,500,000",
161000,애경유화,"16,900","200","1.20","16,900","16,850","165,126","2,767,202,700","16,850","17,150","16,450","500",원(KRW),"32,040,000","541,476,000,000",
196300,애니젠,"22,700","250","1.11","22,750","22,700","31,289","704,623,450","22,600","22,700","22,300","500",원(KRW),"4,996,165","113,412,945,500",
205500,액션스퀘어,"8,130","230","2.91","8,130","8,120","95,885","776,187,520","7,900","8,200","7,790","500",원(KRW),"26,399,598","214,628,731,740",
052790,액토즈소프트,"23,500","-150","0.63","23,500","23,450","63,197","1,488,106,900","23,950","23,950","23,350","500",원(KRW),"11,330,638","266,269,993,000",
131400,액트,"2,135","65","3.14","2,140","2,135","76,701","161,787,575","2,065","2,150","2,060","500",원(KRW),"17,366,763","37,078,039,005",
238090,앤디포스,"7,380","20","0.27","7,430","7,380","12,467","92,793,190","7,300","7,590","7,300","500",원(KRW),"15,068,965","111,208,961,700",
174900,앱클론,"59,000","900","1.55","59,100","59,000","122,886","7,245,164,500","58,600","59,900","58,000","500",원(KRW),"6,800,000","401,200,000,000",
255440,야스,"25,700","-150","0.58","25,800","25,700","44,295","1,141,263,950","25,850","26,150","25,600","500",원(KRW),"12,930,000","332,301,000,000",
030960,양지사,"10,900","-150","1.36","11,000","10,900","52,652","578,346,350","11,150","11,150","10,900","500",원(KRW),"15,980,000","174,182,000,000",
102120,어보브반도체,"6,550","20","0.31","6,550","6,540","139,293","911,038,630","6,530","6,650","6,400","500",원(KRW),"17,459,653","114,360,727,150",
224810,엄지하우스,"5,200","100","1.96","5,200","4,415","66","343,850","5,850","5,850","5,200","500",원(KRW),"4,200,000","21,840,000,000",
019990,에너토크,"5,450","230","4.41","5,450","5,440","99,891","537,077,180","5,230","5,470","5,220","500",원(KRW),"9,756,088","53,170,679,600",
011090,에넥스,"1,835","50","2.80","1,835","1,830","151,636","277,026,710","1,780","1,845","1,775","500",원(KRW),"59,991,641","110,084,661,235",
208890,에듀케이션파트너,"1,200","-25","2.04","0","1,200","811","1,023,200","1,260","1,400","1,200","1,000",원(KRW),"1,990,820","2,388,984,000",
025980,에머슨퍼시픽,"33,150","3,150","10.50","33,200","33,150","1,422,450","47,337,392,300","32,500","35,700","30,500","500",원(KRW),"16,464,183","545,787,666,450",
041440,에버다임,"8,530","80","0.95","8,560","8,530","15,631","133,289,320","8,480","8,580","8,360","500",원(KRW),"17,915,944","152,823,002,320",
270660,에브리봇,"20,000","30","0.00","20,600","19,450","0","0","0","0","0","500",원(KRW),"1,123,380","22,467,600,000",
038680,에스넷,"5,980","240","4.18","5,980","5,950","1,196,803","7,203,159,670","6,000","6,230","5,850","500",원(KRW),"16,075,215","96,129,785,700",
217480,에스디생명공학,"17,700","1,150","6.95","17,750","17,700","965,693","17,109,255,350","16,950","18,150","16,700","500",원(KRW),"22,221,066","393,312,868,200",
121890,에스디시스템,"4,900","15","0.31","4,915","4,900","13,686","67,580,535","4,885","5,010","4,885","500",원(KRW),"3,800,000","18,620,000,000",
030270,에스마크,"396","55","16.13","400","396","17,760,428","6,987,250,496","340","440","329","500",원(KRW),"99,962,026","39,584,962,296",
097780,에스맥,"1,345","30","0.00","1,350","1,345","4,274,142","5,722,924,920","1,345","1,370","1,320","200",원(KRW),"207,096,969","278,545,423,305",
042110,에스씨디,"1,500","10","0.67","1,505","1,500","95,294","142,610,635","1,510","1,515","1,490","500",원(KRW),"48,329,564","72,494,346,000",
065420,에스아이리소스,"676","1","0.15","677","676","319,667","215,261,798","680","687","667","100",원(KRW),"52,830,995","35,713,752,620",
050320,에스아이티글로벌,"3,220","30","0.00","0","0","0","0","0","0","0","100",원(KRW),"12,627,130","40,659,358,600",
270210,에스알바이오텍,"25,000","30","0.00","0","21,400","0","0","0","0","0","500",원(KRW),"462,776","11,569,400,000",
103230,에스앤더블류,"3,330","40","1.22","3,330","3,325","10,149","33,557,725","3,290","3,335","3,270","500",원(KRW),"7,200,000","23,976,000,000",
260970,에스앤디,"44,850","30","0.00","0","38,150","0","0","0","0","0","5,000",원(KRW),"303,642","13,618,343,700",
900080,에스앤씨엔진그룹,"954","9","0.95","954","953","156,565","148,720,945","949","954","943","0",중국위안(CNY),"115,239,670","109,938,645,180",
101490,에스앤에스텍,"4,895","25","0.51","4,895","4,855","66,726","325,998,540","4,870","4,970","4,845","500",원(KRW),"19,735,331","96,604,445,245",
095910,에스에너지,"6,760","60","0.90","6,760","6,750","69,762","469,444,160","6,710","6,790","6,690","500",원(KRW),"13,208,520","89,289,595,200",
031330,에스에이엠티,"1,850","15","0.82","1,850","1,845","360,644","668,660,100","1,840","1,870","1,820","500",원(KRW),"99,995,067","184,990,873,950",
060540,에스에이티,"2,030","10","0.50","2,035","2,030","261,710","535,548,560","2,020","2,075","2,010","500",원(KRW),"24,998,547","50,747,050,410",
158300,에스에이티이엔지,"3,750","-650","14.77","3,750","3,740","409","1,554,850","3,800","4,250","3,750","500",원(KRW),"3,210,000","12,037,500,000",
112240,에스에프씨,"5,100","360","7.59","5,100","5,090","5,043,175","24,882,055,470","4,740","5,200","4,670","500",원(KRW),"37,805,354","192,807,305,400",
056190,에스에프에이,"36,450","700","1.96","36,450","36,400","168,543","6,148,439,800","36,100","36,950","36,000","500",원(KRW),"35,908,760","1,308,874,302,000",
080000,에스엔유,"3,735","40","1.08","3,735","3,730","27,598","102,734,280","3,740","3,745","3,670","500",원(KRW),"31,250,000","116,718,750,000",
160600,에스엔텍,"6,840","140","2.09","6,850","6,840","66,501","451,299,340","6,660","6,860","6,660","500",원(KRW),"11,607,790","79,397,283,600",
263920,에스엔피월드,"6,530","310","4.98","6,550","6,530","787,567","5,449,011,390","6,190","7,570","6,190","500",원(KRW),"7,876,580","51,434,067,400",
086460,에스엔피제네틱스,"6,990","30","0.00","6,900","0","1","6,990","6,990","6,990","6,990","500",원(KRW),"1,823,850","12,748,711,500",
005850,에스엘,"22,650","900","4.14","22,650","22,550","82,862","1,862,770,150","22,200","22,950","22,050","500",원(KRW),"33,865,090","767,044,288,500",
246250,에스엘에스바이오,"7,900","-100","1.25","7,970","7,900","52","410,770","7,800","7,970","7,800","500",원(KRW),"5,822,103","45,994,613,700",
041510,에스엠,"38,250","2,000","5.52","38,300","38,250","717,813","27,539,592,200","36,250","39,600","36,250","500",원(KRW),"21,755,663","832,154,109,750",
252940,에스엠로보틱스,"1,550","30","0.00","1,550","1,500","0","0","0","0","0","500",원(KRW),"2,075,000","3,216,250,000",
007820,에스엠코어,"14,900","550","3.83","14,900","14,850","89,326","1,317,289,550","14,450","15,000","14,450","500",원(KRW),"20,000,000","298,000,000,000",
251540,에스와이제이,"4,000","30","0.00","4,000","3,950","2,053","8,300,680","4,095","4,095","4,000","500",원(KRW),"5,409,418","21,637,672,000",
109610,에스와이패널,"7,120","420","6.27","7,140","7,120","324,767","2,268,940,460","6,800","7,160","6,700","500",원(KRW),"24,100,000","171,592,000,000",
012750,에스원,"96,000","3,700","4.01","96,200","96,000","99,571","9,555,722,200","92,400","97,400","92,100","500",원(KRW),"37,999,178","3,647,921,088,000",
080440,에스제이케이,"803","-72","8.23","805","803","6,722,609","5,492,048,739","880","892","760","500",원(KRW),"34,719,030","27,879,381,090",
224020,에스케이씨에스,"1,300","30","0.00","0","1,180","0","0","0","0","0","500",원(KRW),"2,700,000","3,510,000,000",
096630,에스코넥,"2,250","55","2.51","2,250","2,245","712,308","1,594,102,920","2,200","2,265","2,195","200",원(KRW),"65,265,724","146,847,879,000",
069510,에스텍,"10,650","30","0.00","10,650","10,550","3,428","36,295,050","10,550","10,700","10,550","500",원(KRW),"10,910,000","116,191,500,000",
041910,에스텍파마,"14,050","300","2.18","14,100","14,050","104,122","1,461,121,400","13,750","14,250","13,750","500",원(KRW),"11,898,263","167,170,595,150",
234300,에스트래픽,"13,500","-200","1.46","13,550","13,500","132,014","1,811,511,950","13,550","14,050","13,400","500",원(KRW),"11,921,180","160,935,930,000",
039440,에스티아이,"25,000","300","1.21","25,050","25,000","241,392","6,107,763,400","24,700","26,150","24,650","500",원(KRW),"12,746,670","318,666,750,000",
098660,에스티오,"3,370","70","2.12","3,370","3,365","38,414","126,992,745","3,300","3,435","3,200","500",원(KRW),"8,455,144","28,493,835,280",
