종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
001525,동양우,"9,100","30","0.00","9,110","9,010","56","509,620","9,110","9,110","9,100","500",원(KRW),"617,731","5,621,352,100",
079960,동양이엔피,"11,750","200","1.73","11,750","11,700","14,286","166,826,500","11,600","11,800","11,550","500",원(KRW),"7,860,000","92,355,000,000",
008970,동양철관,"1,105","-20","1.78","1,110","1,105","9,549,394","10,586,201,550","1,160","1,175","1,060","500",원(KRW),"87,236,939","96,396,817,595",
228340,동양파일,"4,920","25","0.51","4,970","4,920","38,652","190,881,215","4,895","5,020","4,870","500",원(KRW),"20,000,000","98,400,000,000",
092780,동양피스톤,"4,660","-60","1.27","4,690","4,660","22,005","103,744,705","4,730","4,765","4,660","500",원(KRW),"13,168,460","61,365,023,600",
104460,동양피엔에프,"4,005","25","0.63","4,005","3,980","6,127","24,484,485","4,000","4,010","3,980","500",원(KRW),"10,713,625","42,908,068,125",
088910,동우팜투테이블,"4,100","20","0.49","4,100","4,095","123,259","503,307,405","4,075","4,130","4,050","500",원(KRW),"25,831,764","105,910,232,400",
094170,동운아나텍,"15,450","250","1.64","15,450","15,400","122,853","1,874,568,800","15,350","15,600","15,050","500",원(KRW),"5,991,000","92,560,950,000",
003580,동원,"5,380","60","1.13","5,380","5,370","37,794","204,466,440","5,440","5,500","5,300","500",원(KRW),"19,181,100","103,194,318,000",
049770,동원F&B,"225,000","-500","0.22","227,500","225,000","6,939","1,580,143,000","225,500","230,500","225,000","5,000",원(KRW),"3,859,124","868,302,900,000",
013120,동원개발,"4,650","30","0.00","4,650","4,640","148,934","694,669,380","4,610","4,700","4,610","500",원(KRW),"90,808,100","422,257,665,000",
018500,동원금속,"1,560","10","0.65","1,560","1,555","362,664","566,565,205","1,570","1,590","1,545","500",원(KRW),"35,954,933","56,089,695,480",
006040,동원산업,"304,000","-1,000","0.33","304,000","302,500","4,605","1,393,713,000","308,500","308,500","300,500","5,000",원(KRW),"3,363,200","1,022,412,800,000",
030720,동원수산,"9,040","170","1.92","9,040","9,000","46,080","415,337,160","8,880","9,080","8,880","5,000",원(KRW),"4,294,883","38,825,742,320",
014820,동원시스템즈,"46,400","-850","1.80","46,450","46,400","20,632","969,719,000","47,100","47,700","46,400","5,000",원(KRW),"25,618,511","1,188,698,910,400",
014825,동원시스템즈우,"24,400","30","0.00","24,500","24,100","441","10,657,350","24,200","24,650","23,700","5,000",원(KRW),"265,358","6,474,735,200",
163560,동일고무벨트,"7,880","60","0.77","7,910","7,880","3,924","30,896,600","7,860","7,950","7,820","500",원(KRW),"12,640,000","99,603,200,000",
109860,동일금속,"8,520","120","1.43","8,540","8,520","63,348","544,775,500","8,400","8,700","8,400","500",원(KRW),"7,000,000","59,640,000,000",
032960,동일기연,"13,050","150","1.16","13,000","12,950","650","8,385,850","12,650","13,100","12,650","500",원(KRW),"5,960,348","77,782,541,400",
001530,동일방직,"51,800","30","0.00","51,800","51,600","2,063","106,377,200","51,700","51,800","51,200","5,000",원(KRW),"2,335,786","120,993,714,800",
004890,동일산업,"76,500","2,100","2.82","76,500","75,700","3,589","271,944,400","74,700","76,800","73,000","5,000",원(KRW),"2,425,215","185,528,947,500",
002690,동일제강,"3,310","-10","0.30","3,325","3,310","8,389","27,860,430","3,320","3,365","3,305","500",원(KRW),"15,000,000","49,650,000,000",
023790,동일철강,"4,920","240","5.13","4,920","4,850","49,262","238,689,520","4,695","4,950","4,695","500",원(KRW),"7,345,085","36,137,818,200",
005290,동진쎄미켐,"16,450","-100","0.60","16,500","16,450","623,803","10,360,921,250","16,600","16,950","16,350","500",원(KRW),"51,414,494","845,768,426,300",
025900,동화기업,"36,550","750","2.09","36,550","36,400","14,800","540,853,000","35,950","36,950","35,950","500",원(KRW),"14,356,756","524,739,431,800",
000020,동화약품,"11,650","150","1.30","11,700","11,650","335,997","3,896,172,100","11,600","11,800","11,400","1,000",원(KRW),"27,931,470","325,401,625,500",
000150,두산,"101,500","3,700","3.78","101,500","101,000","117,093","11,758,141,400","97,500","102,000","97,200","5,000",원(KRW),"19,198,003","1,948,597,304,500",
000157,두산2우B,"71,500","600","0.85","71,500","70,900","31","2,210,600","70,900","72,500","70,900","5,000",원(KRW),"985,685","70,476,477,500",
011160,두산건설,"2,980","50","1.71","2,980","2,975","14,377","42,662,810","2,940","2,980","2,940","500",원(KRW),"61,588,270","183,533,044,600",
241560,두산밥캣,"31,750","-200","0.63","31,800","31,750","229,339","7,317,112,400","31,950","32,250","31,650","500",원(KRW),"100,249,166","3,182,911,020,500",
082740,두산엔진,"4,565","110","2.47","4,565","4,555","755,545","3,460,759,660","4,480","4,650","4,460","1,000",원(KRW),"69,500,000","317,267,500,000",
000155,두산우,"72,000","500","0.70","72,000","71,900","867","62,379,500","72,000","72,300","71,500","5,000",원(KRW),"4,411,074","317,597,328,000",
042670,두산인프라코어,"8,960","90","1.01","8,960","8,950","3,240,030","29,361,074,110","8,930","9,260","8,860","5,000",원(KRW),"208,144,871","1,864,978,044,160",
034020,두산중공업,"15,050","200","1.35","15,050","15,000","547,063","8,233,746,600","14,850","15,250","14,750","5,000",원(KRW),"106,463,151","1,602,270,422,550",
016740,두올,"7,100","340","5.03","7,130","7,100","168,933","1,192,869,100","6,700","7,220","6,700","2,500",원(KRW),"18,235,986","129,475,500,600",
078590,두올산업,"2,385","30","1.27","2,385","2,380","210,953","494,987,880","2,320","2,385","2,305","500",원(KRW),"12,875,270","30,707,518,950",
270020,두원석재,"2,900","30","0.00","2,900","2,750","0","0","0","0","0","500",원(KRW),"2,709,811","7,858,451,900",
176750,듀켐바이오,"12,350","-400","3.14","12,450","12,200","2,153","25,275,350","12,500","12,500","11,150","500",원(KRW),"6,032,056","74,495,891,600",
030350,드래곤플라이,"6,340","-60","0.94","6,340","6,330","465,776","2,931,643,390","6,460","6,460","6,210","500",원(KRW),"14,847,079","94,130,480,860",
203650,드림시큐리티,"5,100","30","0.00","5,110","5,100","562,702","2,897,644,880","5,100","5,240","5,080","100",원(KRW),"35,805,754","182,609,345,400",
220110,드림티엔터테인먼트,"1,710","105","6.54","1,710","1,610","1,871","3,007,410","1,610","1,710","1,605","200",원(KRW),"7,229,518","12,362,475,780",
217620,디딤,"2,030","-10","0.49","2,030","2,015","10,829","21,870,980","2,030","2,050","1,975","100",원(KRW),"35,201,905","71,459,867,150",
187870,디바이스이엔지,"11,900","150","1.28","11,900","11,800","69,924","833,474,100","11,750","12,100","11,700","500",원(KRW),"6,782,000","80,705,800,000",
073190,디비케이,"2,535","20","0.80","2,535","2,520","13,827","34,676,370","2,535","2,555","2,480","500",원(KRW),"11,968,040","30,338,981,400",
066670,디스플레이텍,"3,795","40","1.07","3,800","3,795","24,936","94,349,475","3,775","3,800","3,730","500",원(KRW),"18,691,918","70,935,828,810",
024090,디씨엠,"12,400","-100","0.80","12,400","12,350","3,595","44,623,550","12,500","12,500","12,350","500",원(KRW),"11,700,000","145,080,000,000",
003160,디아이,"5,180","-30","0.58","5,180","5,170","272,137","1,413,572,450","5,260","5,260","5,160","500",원(KRW),"31,496,785","163,153,346,300",
092200,디아이씨,"8,220","20","0.24","8,220","8,210","15,203","124,427,690","8,200","8,250","8,100","500",원(KRW),"22,467,410","184,682,110,200",
214680,디알텍,"2,165","25","1.17","2,170","2,165","400,747","882,361,465","2,135","2,250","2,135","100",원(KRW),"41,325,206","89,469,070,990",
263720,디앤씨미디어,"11,700","250","2.18","11,700","11,650","61,406","707,162,450","11,500","11,850","11,200","500",원(KRW),"12,041,343","140,883,713,100",
109740,디에스케이,"10,300","200","1.98","10,300","10,250","157,825","1,622,816,100","10,200","10,600","10,000","500",원(KRW),"20,354,763","209,654,058,900",
033430,디에스티,"5,030","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"9,248,139","46,518,139,170",
090710,디에스티로봇,"2,110","30","0.00","2,120","2,110","3,260,886","6,942,891,745","2,120","2,185","2,100","200",원(KRW),"66,347,831","139,993,923,410",
131030,디에이치피코리아,"10,750","-50","0.46","10,800","10,750","239,358","2,559,367,350","10,800","10,850","10,500","500",원(KRW),"16,564,797","178,071,567,750",
196490,디에이테크놀로지,"16,250","1,450","9.80","16,250","16,200","479,600","7,586,192,200","14,950","16,400","14,700","500",원(KRW),"6,603,686","107,309,897,500",
066900,디에이피,"3,575","55","1.56","3,590","3,575","163,819","586,654,645","3,600","3,635","3,520","500",원(KRW),"22,744,503","81,311,598,225",
127120,디엔에이링크,"6,780","100","1.50","6,780","6,770","81,708","556,448,400","6,650","6,980","6,620","500",원(KRW),"10,737,800","72,802,284,000",
092070,디엔에프,"13,450","200","1.51","13,450","13,400","46,482","623,637,950","13,250","13,600","13,250","500",원(KRW),"10,761,828","144,746,586,600",
101000,디엠씨,"2,935","85","2.98","2,945","2,935","996,782","2,932,108,495","2,850","2,995","2,850","500",원(KRW),"36,137,598","106,063,850,130",
134580,디엠티,"3,525","45","1.29","3,525","3,520","11,057","38,800,510","3,515","3,535","3,490","500",원(KRW),"11,250,000","39,656,250,000",
039840,디오,"39,500","900","2.33","39,500","39,450","147,248","5,821,968,150","39,000","40,050","38,600","500",원(KRW),"15,171,403","599,270,418,500",
013570,디와이,"6,230","60","0.97","6,230","6,220","39,015","241,508,560","6,170","6,300","6,120","500",원(KRW),"26,319,633","163,971,313,590",
210540,디와이파워,"20,100","-750","3.60","20,150","20,100","196,374","4,013,931,750","20,850","21,250","19,900","500",원(KRW),"11,041,708","221,938,330,800",
079810,디이엔티,"5,100","190","3.87","5,100","5,080","42,109","211,209,325","4,900","5,150","4,800","500",원(KRW),"8,979,530","45,795,603,000",
113810,디젠스,"2,190","30","1.39","2,195","2,190","1,403,690","3,070,387,490","2,160","2,245","2,115","500",원(KRW),"21,990,035","48,158,176,650",
043360,디지아이,"3,600","120","3.45","3,600","3,595","122,800","434,859,980","3,485","3,600","3,485","500",원(KRW),"9,000,000","32,400,000,000",
197140,디지캡,"7,650","-50","0.65","7,800","7,410","110","841,000","7,600","7,650","7,600","500",원(KRW),"3,153,581","24,124,894,650",
106520,디지탈옵틱,"1,475","35","2.43","1,475","1,470","799,718","1,182,577,070","1,440","1,530","1,435","500",원(KRW),"34,342,127","50,654,637,325",
068930,디지털대성,"4,285","100","2.39","4,285","4,280","191,456","809,953,515","4,185","4,285","4,145","500",원(KRW),"22,429,723","96,111,363,055",
033130,디지틀조선,"2,405","-30","1.23","2,410","2,405","272,768","659,825,580","2,450","2,455","2,400","500",원(KRW),"37,115,267","89,262,217,135",
033310,디케이디앤아이,"2,095","10","0.48","2,100","2,095","55,275","115,603,880","2,110","2,120","2,065","500",원(KRW),"21,972,411","46,032,201,045",
105740,디케이락,"6,330","-20","0.31","6,330","6,300","457,367","2,934,665,780","6,500","6,640","6,220","500",원(KRW),"8,232,912","52,114,332,960",
007340,디티알오토모티브,"36,400","-1,300","3.45","36,500","36,400","13,194","483,771,100","37,450","37,500","36,400","500",원(KRW),"9,994,005","363,781,782,000",
187220,디티앤씨,"9,220","100","1.10","9,220","9,170","9,460","86,758,250","9,060","9,250","9,060","500",원(KRW),"9,854,054","90,854,377,880",
026890,디피씨,"5,040","90","1.82","5,040","5,030","287,441","1,441,378,435","4,960","5,080","4,960","500",원(KRW),"41,678,175","210,058,002,000",
131180,딜리,"2,515","115","4.79","2,520","2,515","185,998","459,364,080","2,400","2,515","2,355","100",원(KRW),"29,350,000","73,815,250,000",
042510,라온시큐어,"3,730","60","1.63","3,730","3,725","460,030","1,703,360,890","3,680","3,755","3,635","500",원(KRW),"31,809,612","118,649,852,760",
232680,라온테크,"10,900","-100","0.91","10,900","10,500","673","7,231,350","12,600","12,600","10,500","500",원(KRW),"4,230,205","46,109,234,500",
050120,라이브플렉스,"1,325","20","1.53","1,325","1,320","1,533,196","2,018,389,825","1,315","1,345","1,295","500",원(KRW),"83,243,054","110,297,046,550",
171120,라이온켐텍,"12,650","-50","0.39","12,700","12,650","7,718","97,855,300","12,850","12,850","12,600","500",원(KRW),"15,386,005","194,632,963,250",
069540,라이트론,"8,380","120","1.45","8,390","8,380","173,326","1,434,866,230","8,150","8,450","8,110","500",원(KRW),"8,288,034","69,453,724,920",
285770,라이프사이언스테크놀로지,"5,000","30","0.00","5,000","4,900","3,004","15,733,460","5,500","5,600","4,720","500",원(KRW),"3,000,000","15,000,000,000",
115390,락앤락,"23,250","700","3.10","23,250","23,200","149,807","3,457,381,050","22,600","23,300","22,600","500",원(KRW),"55,000,000","1,278,750,000,000",
200350,래몽래인,"4,175","-125","2.91","4,190","3,920","300","1,252,500","4,175","4,175","4,175","500",원(KRW),"1,885,786","7,873,156,550",
171010,램테크놀러지,"4,890","-55","1.11","4,890","4,885","19,797","96,588,615","4,945","4,960","4,835","500",원(KRW),"11,382,966","55,662,703,740",
084650,랩지노믹스,"9,800","130","1.34","9,810","9,800","101,935","999,416,150","9,730","9,960","9,670","500",원(KRW),"8,628,439","84,558,702,200",
092590,럭스피아,"860","60","7.50","860","805","1,650","1,365,000","800","860","800","500",원(KRW),"7,291,098","6,270,344,280",
141080,레고켐바이오,"59,600","-700","1.16","59,600","59,500","87,869","5,297,493,400","60,900","61,700","59,300","500",원(KRW),"10,564,282","629,631,207,200",
060300,레드로버,"3,710","40","1.09","3,720","3,710","683,046","2,537,812,450","3,620","3,790","3,620","500",원(KRW),"44,474,010","164,998,577,100",
038390,레드캡투어,"15,650","150","0.97","15,650","15,600","3,056","47,770,000","15,500","15,800","15,500","500",원(KRW),"8,589,480","134,425,362,000",
228850,레이언스,"19,400","30","0.00","19,400","19,350","12,926","251,282,300","19,500","19,750","19,150","500",원(KRW),"16,591,014","321,865,671,600",
047440,레이젠,"926","1","0.11","930","926","781,595","735,913,411","907","960","907","500",원(KRW),"29,146,629","26,989,778,454",
238120,로고스바이오,"13,200","100","0.76","13,200","13,150","7,525","98,690,250","13,200","13,200","12,950","500",원(KRW),"3,594,724","47,450,356,800",
215100,로보로보,"3,905","-110","2.74","3,910","3,905","541,873","2,152,394,825","4,000","4,090","3,905","100",원(KRW),"16,448,454","64,231,212,870",
090360,로보스타,"19,900","700","3.65","19,950","19,900","94,520","1,874,034,150","19,200","20,200","19,200","500",원(KRW),"7,800,000","155,220,000,000",
238500,로보쓰리,"4,580","-20","0.43","4,580","4,060","0","0","0","0","0","500",원(KRW),"4,448,166","20,372,600,280",
900260,로스웰,"2,020","35","1.76","2,020","2,015","396,630","797,093,415","1,990","2,035","1,990","0",중국위안(CNY),"90,781,250","183,378,125,000",
016170,로엔,"110,800","2,700","2.50","110,800","110,300","37,034","4,064,100,400","109,000","110,800","108,100","500",원(KRW),"25,291,705","2,802,320,914,000",
067730,로지시스,"3,690","-5","0.14","3,705","3,690","35,846","133,273,850","3,720","3,775","3,650","500",원(KRW),"9,340,922","34,468,002,180",
071280,로체시스템즈,"4,635","155","3.46","4,635","4,630","79,406","362,987,815","4,520","4,635","4,495","500",원(KRW),"15,296,603","70,899,754,905",
032350,롯데관광개발,"16,200","1,700","11.72","16,200","16,150","979,855","15,477,278,050","14,800","16,700","14,550","500",원(KRW),"45,395,023","735,399,372,600",
000400,롯데손해보험,"3,430","40","1.18","3,430","3,420","424,426","1,460,001,325","3,400","3,480","3,370","1,000",원(KRW),"134,280,000","460,580,400,000",
023530,롯데쇼핑,"226,500","15,000","7.09","226,500","226,000","333,207","75,019,225,500","212,500","230,000","212,000","5,000",원(KRW),"28,122,047","6,369,643,645,500",
004000,롯데정밀화학,"75,800","2,000","2.71","75,800","75,700","239,990","18,442,400,300","75,600","78,300","75,000","5,000",원(KRW),"25,800,000","1,955,640,000,000",
280360,롯데제과,"175,000","1,000","0.57","175,000","174,000","6,534","1,140,758,500","173,000","176,000","173,000","500",원(KRW),"4,209,102","736,592,850,000",
004990,롯데지주,"63,200","2,300","3.78","63,200","63,100","187,522","11,774,272,900","61,300","63,800","61,100","200",원(KRW),"73,683,000","4,656,765,600,000",
00499K,롯데지주우,"63,000","1,100","1.78","63,600","63,000","2,119","132,899,300","61,900","64,000","61,800","200",원(KRW),"987,623","62,220,249,000",
005300,롯데칠성,"1,532,000","-5,000","0.33","1,541,000","1,532,000","2,662","4,081,130,000","1,535,000","1,546,000","1,522,000","5,000",원(KRW),"799,346","1,224,598,072,000",
005305,롯데칠성우,"649,000","39,000","6.39","649,000","644,000","430","275,485,000","618,000","652,000","618,000","5,000",원(KRW),"77,531","50,317,619,000",
011170,롯데케미칼,"429,500","-4,500","1.04","430,000","429,500","178,824","77,396,705,500","439,000","442,000","427,500","5,000",원(KRW),"34,275,419","14,721,292,460,500",
002270,롯데푸드,"601,000","-1,000","0.17","603,000","601,000","1,526","922,453,000","598,000","610,000","596,000","5,000",원(KRW),"1,131,870","680,253,870,000",
071840,롯데하이마트,"71,900","2,700","3.90","71,900","71,800","47,377","3,394,438,200","69,900","72,000","68,900","5,000",원(KRW),"23,607,712","1,697,394,492,800",
038060,루멘스,"4,065","30","0.74","4,065","4,060","309,166","1,258,246,255","4,040","4,100","4,040","500",원(KRW),"47,276,784","192,180,126,960",
082800,루미마이크로,"970","3","0.31","970","968","34,436","33,094,797","969","970","950","500",원(KRW),"37,937,500","36,799,375,000",
162120,루켄테크놀러지스,"3,600","30","0.00","4,000","3,495","0","0","0","0","0","500",원(KRW),"1,600,000","5,760,000,000",
085370,루트로닉,"13,550","-550","3.90","13,600","13,550","452,355","6,245,146,900","14,100","14,350","13,550","500",원(KRW),"24,002,301","325,231,178,550",
08537M,루트로닉3우C,"17,200","-550","3.10","17,650","17,200","487","8,445,950","17,800","17,800","17,200","500",원(KRW),"1,937,875","33,331,450,000",
060240,룽투코리아,"6,540","30","0.00","6,540","6,530","85,317","557,562,440","6,620","6,620","6,470","500",원(KRW),"24,176,133","158,111,909,820",
058470,리노공업,"60,900","2,900","5.00","60,900","60,600","46,149","2,776,311,800","58,400","60,900","58,400","500",원(KRW),"15,242,370","928,260,333,000",
039980,리노스,"2,655","15","0.57","2,670","2,655","1,749,828","4,759,151,390","2,760","2,800","2,655","500",원(KRW),"35,996,153","95,569,786,215",
016100,리더스코스메틱,"20,400","2,300","12.71","20,400","20,350","1,384,446","27,784,807,150","18,200","20,750","18,200","500",원(KRW),"17,939,517","365,966,146,800",
197210,리드,"837","25","3.08","838","837","579,890","478,273,821","806","837","802","100",원(KRW),"51,386,205","43,010,253,585",
012700,리드코프,"5,890","90","1.55","5,910","5,890","79,435","468,873,320","5,900","6,000","5,830","500",원(KRW),"26,749,230","157,552,964,700",
131100,리켐,"3,030","245","8.80","3,030","3,020","1,395,744","4,207,022,125","2,840","3,185","2,840","500",원(KRW),"19,072,296","57,789,056,880",
042500,링네트,"4,440","180","4.23","4,445","4,440","374,382","1,637,671,295","4,260","4,440","4,225","500",원(KRW),"14,936,878","66,319,738,320",
219420,링크제니시스,"12,700","-2,750","17.80","12,750","12,700","1,850,934","23,603,672,550","12,300","13,500","12,100","100",원(KRW),"2,136,300","27,131,010,000",
027740,마니커,"758","33","4.55","758","757","1,502,917","1,116,937,484","725","758","718","500",원(KRW),"116,725,477","88,477,911,566",
098120,마이크로컨텍솔,"4,160","75","1.84","4,165","4,160","32,476","134,277,160","4,130","4,180","4,080","500",원(KRW),"8,312,766","34,581,106,560",
147760,마이크로프랜드,"8,270","110","1.35","8,270","8,260","92,769","763,082,820","8,100","8,320","8,100","500",원(KRW),"10,819,866","89,480,291,820",
035480,마제스타,"1,475","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"45,529,070","67,155,378,250",
038290,마크로젠,"47,000","100","0.21","47,000","46,950","185,725","8,723,425,750","47,100","47,400","46,550","500",원(KRW),"10,595,454","497,986,338,000",
204320,만도,"235,000","6,000","2.62","235,000","234,500","64,691","15,147,643,000","230,500","236,000","229,500","5,000",원(KRW),"9,391,424","2,206,984,640,000",
001080,만호제강,"17,600","50","0.28","17,600","17,550","5,381","94,353,750","17,600","17,800","17,450","1,000",원(KRW),"4,150,000","73,040,000,000",
267980,매일유업,"67,500","2,100","3.21","67,500","67,400","19,448","1,304,502,600","65,900","67,500","65,700","500",원(KRW),"7,608,398","513,566,865,000",
005990,매일홀딩스,"14,450","30","0.00","14,500","14,450","26,010","377,258,700","14,650","14,700","14,400","500",원(KRW),"13,718,304","198,229,492,800",
127160,매직마이크로,"2,170","500","29.94","0","2,170","3,959,550","8,296,830,825","2,170","2,170","2,005","100",원(KRW),"32,221,735","69,921,164,950",
093520,매커스,"4,340","135","3.21","4,345","4,340","180,652","772,767,810","4,230","4,350","4,180","500",원(KRW),"16,163,092","70,147,819,280",
141070,맥스로텍,"1,545","30","1.98","1,545","1,530","266,948","408,945,925","1,530","1,565","1,500","500",원(KRW),"24,866,457","38,418,676,065",
088980,맥쿼리인프라,"8,510","10","0.12","8,520","8,510","361,680","3,074,153,250","8,490","8,520","8,480","0",원(KRW),"349,044,336","2,970,367,299,360",
094800,맵스리얼티1,"3,815","30","0.00","3,820","3,815","37,359","142,424,040","3,820","3,820","3,800","0",원(KRW),"92,834,331","354,162,972,765",
067280,멀티캠퍼스,"31,150","300","0.97","31,500","31,150","2,720","85,348,000","31,100","31,950","31,000","500",원(KRW),"5,926,779","184,619,165,850",
072870,메가스터디,"32,750","100","0.31","32,850","32,750","424","13,891,700","32,650","33,000","32,600","500",원(KRW),"4,016,291","131,533,530,250",
215200,메가스터디교육,"72,500","2,700","3.87","72,500","72,200","10,533","756,113,200","69,200","72,700","69,200","500",원(KRW),"2,324,376","168,517,260,000",
133750,메가엠디,"2,695","70","2.67","2,695","2,690","107,041","285,651,435","2,625","2,700","2,620","500",원(KRW),"22,368,593","60,283,358,135",
200580,메디쎄이,"9,370","270","2.97","10,000","9,400","200","1,874,000","9,370","9,370","9,370","500",원(KRW),"3,478,159","32,590,349,830",
041920,메디아나,"9,350","80","0.86","9,350","9,340","9,225","86,421,510","9,390","9,400","9,300","500",원(KRW),"8,650,496","80,882,137,600",
233250,메디안디노스틱,"36,000","500","1.41","37,000","0","22","792,000","36,000","36,000","36,000","500",원(KRW),"1,746,534","62,875,224,000",
236340,메디젠휴먼케어,"16,000","-150","0.93","16,000","14,150","13,408","213,986,400","16,200","16,200","15,800","500",원(KRW),"2,304,892","36,878,272,000",
086900,메디톡스,"658,000","25,900","4.10","658,000","657,400","36,949","24,452,303,900","639,900","670,600","633,500","500",원(KRW),"5,656,535","3,722,000,030,000",
078160,메디포스트,"117,900","4,600","4.06","117,900","117,800","218,125","25,349,118,100","115,200","118,800","113,800","500",원(KRW),"7,858,421","926,507,835,900",
065650,메디프론,"5,390","100","1.89","5,390","5,380","249,580","1,327,017,410","5,310","5,390","5,260","500",원(KRW),"29,439,113","158,676,819,070",
015540,메디플란트,"7,960","60","0.76","7,960","7,950","38,713","305,453,710","7,810","8,010","7,700","500",원(KRW),"4,348,233","34,611,934,680",
138040,메리츠금융지주,"14,950","150","1.01","14,950","14,800","97,722","1,438,198,100","14,700","14,950","14,550","500",원(KRW),"142,885,818","2,136,142,979,100",
008560,메리츠종금증권,"4,630","185","4.16","4,630","4,625","4,185,108","19,196,941,080","4,470","4,670","4,465","1,000",원(KRW),"605,641,072","2,804,118,163,360",
000060,메리츠화재,"22,050","50","0.23","22,050","22,000","342,903","7,446,700,450","21,950","22,100","21,450","500",원(KRW),"110,338,000","2,432,952,900,000",
021880,메이슨캐피탈,"547","6","1.11","551","547","889,582","490,516,485","541","566","535","500",원(KRW),"96,647,748","52,866,318,156",
140410,메지온,"41,450","-150","0.36","41,500","41,450","49,794","2,086,269,700","41,800","42,700","41,450","500",원(KRW),"8,537,438","353,876,805,100",
241770,메카로,"34,900","-50","0.14","34,950","34,900","57,452","2,022,232,850","35,350","35,800","34,500","500",원(KRW),"9,981,140","348,341,786,000",
059210,메타바이오메드,"3,925","70","1.82","3,925","3,915","99,692","389,543,435","3,885","3,955","3,860","500",원(KRW),"21,874,423","85,857,110,275",
058110,멕아이씨에스,"5,750","-240","4.01","5,820","5,750","148,268","877,052,390","6,070","6,110","5,750","500",원(KRW),"5,361,500","30,828,625,000",
096640,멜파스,"4,580","20","0.44","4,585","4,580","55,960","256,333,580","4,600","4,600","4,550","500",원(KRW),"21,257,151","97,357,751,580",
017180,명문제약,"8,230","-210","2.49","8,240","8,230","1,928,900","16,083,160,410","8,490","8,510","8,190","500",원(KRW),"24,540,000","201,964,200,000",
267060,명진홀딩스,"6,300","30","0.00","6,300","5,950","0","0","0","0","0","500",원(KRW),"4,395,356","27,690,742,800",
012690,모나리자,"4,860","95","1.99","4,865","4,860","116,352","562,008,140","4,730","4,870","4,730","500",원(KRW),"36,571,255","177,736,299,300",
005360,모나미,"3,200","5","0.16","3,200","3,195","211,306","670,930,045","3,195","3,200","3,150","1,000",원(KRW),"18,897,307","60,471,382,400",
149940,모다,"8,630","430","5.24","8,640","8,630","1,064,221","9,138,723,470","8,200","8,830","8,200","500",원(KRW),"19,455,365","167,899,799,950",
080420,모다이노칩,"10,500","200","1.94","10,500","10,450","38,867","408,132,450","10,250","10,600","10,250","500",원(KRW),"39,860,811","418,538,515,500",
080160,모두투어,"39,700","-600","1.49","40,150","39,700","127,241","5,179,833,150","40,950","42,200","39,700","500",원(KRW),"18,900,000","750,330,000,000",
204210,모두투어리츠,"3,615","25","0.70","3,615","3,585","2,386","8,608,230","3,515","3,640","3,515","5,000",원(KRW),"7,826,815","28,293,936,225",
100030,모바일리더,"11,250","150","1.35","11,250","11,200","24,251","274,493,250","11,150","11,550","11,100","500",원(KRW),"3,283,714","36,941,782,500",
087260,모바일어플라이언스,"8,220","120","1.48","8,230","8,220","120,492","995,999,420","8,230","8,360","8,160","500",원(KRW),"15,000,000","123,300,000,000",
101330,모베이스,"5,710","50","0.88","5,720","5,710","86,315","489,103,960","5,680","5,750","5,540","500",원(KRW),"19,992,456","114,156,923,760",
250060,모비스,"1,670","-30","1.76","1,675","1,670","257,380","428,761,970","1,710","1,720","1,630","100",원(KRW),"28,230,427","47,144,813,090",
033200,모아텍,"5,330","30","0.57","5,330","5,310","9,527","50,597,520","5,300","5,340","5,230","500",원(KRW),"14,331,185","76,385,216,050",
009680,모토닉,"9,880","-220","2.18","9,880","9,860","37,462","374,206,910","10,100","10,200","9,830","500",원(KRW),"33,000,000","326,040,000,000",
118990,모트렉스,"33,200","-300","0.90","33,350","33,200","23,144","770,549,900","33,500","33,800","33,100","500",원(KRW),"5,450,109","180,943,618,800",
006920,모헨즈,"8,650","110","1.29","8,660","8,650","499,954","4,266,478,770","8,520","8,650","8,410","500",원(KRW),"10,920,000","94,458,000,000",
009580,무림P&P,"6,690","-600","8.23","6,700","6,690","1,416,883","9,647,018,950","7,300","7,300","6,590","2,500",원(KRW),"62,368,324","417,244,087,560",
001810,무림SP,"3,260","-40","1.21","3,285","3,260","105,044","344,100,635","3,270","3,330","3,230","500",원(KRW),"22,137,500","72,168,250,000",
009200,무림페이퍼,"3,580","-100","2.72","3,580","3,575","927,818","3,319,336,120","3,650","3,760","3,360","2,500",원(KRW),"41,609,310","148,961,329,800",
033920,무학,"17,400","350","2.05","17,400","17,350","37,434","644,084,700","17,000","17,400","16,850","200",원(KRW),"28,500,000","495,900,000,000",
008420,문배철강,"2,800","35","1.27","2,810","2,800","74,131","209,304,945","2,735","2,885","2,735","500",원(KRW),"20,503,505","57,409,814,000",
161570,미동앤씨네마,"5,480","140","2.62","5,480","5,460","63,489","343,568,960","5,350","5,510","5,320","500",원(KRW),"13,791,786","75,578,987,280",
279600,미디어젠,"9,850","-150","1.50","10,050","9,850","93,462","837,949,670","10,300","10,300","9,850","500",원(KRW),"2,900,000","28,565,000,000",
